income,loan_amount,employment_years,age,credit_score,existing_loans,dependents,loan_term_months,interest_rate,late_payments,credit_utilization,savings_balance,checking_balance,has_credit_card,has_mortgage,default
28922,949806,22,62,569,6,4,24,5.38,6,0.58,131305,100748,1,0,1
116696,159212,26,65,639,4,4,60,10.4,0,0.39,339285,192348,0,0,0
87561,957751,27,52,536,0,0,12,7.32,5,0.36,335679,93509,1,0,1
295364,174627,30,39,811,6,2,48,10.77,9,0.2,499420,70232,1,1,0
73380,393353,33,26,446,7,3,24,14.84,0,0.91,205652,54029,1,1,1
235090,671389,11,63,462,3,2,12,23.05,0,0.62,176725,191899,0,1,1
141449,80766,3,62,306,5,3,36,8.35,1,0.49,337857,88869,0,0,0
293079,938318,19,64,834,2,1,60,19.27,8,0.21,276631,26988,1,1,1
285928,735859,35,61,852,1,2,48,23.25,4,0.73,181448,86672,1,0,1
171293,692743,2,58,512,5,1,48,11.85,9,0.59,225109,12906,1,0,1
38069,689383,28,27,507,7,3,12,8.77,3,0.15,294503,153502,0,0,1
55682,674818,5,38,450,0,4,12,12.85,9,0.26,65580,166644,1,0,1
114303,759364,4,51,408,5,0,12,5.11,6,0.14,489596,155756,1,0,1
182304,11991,34,25,318,0,4,36,24.19,0,0.98,259188,127405,1,1,1
75210,442539,11,26,794,0,1,24,12.33,8,0.5,478818,181406,1,0,1
286754,276297,37,39,363,5,2,60,18.01,2,0.89,106904,42305,1,0,1
158655,25816,19,62,563,5,0,60,16.11,8,0.44,121953,106303,0,0,1
45583,811704,24,56,473,5,4,60,5.6,0,0.26,115237,182023,1,1,1
168773,753290,31,34,843,2,0,24,16.57,2,0.87,186997,183065,0,1,1
289024,421022,2,30,703,5,0,48,20.89,0,0.25,302136,190640,1,0,0
109257,514882,0,68,375,7,1,12,16.06,5,0.9,380328,127575,0,0,1
256584,820972,0,60,405,4,0,48,13.03,0,0.25,232581,25138,0,0,1
243462,61550,1,48,523,1,3,36,24.13,1,0.84,364564,20643,0,0,1
132024,576035,12,60,620,0,2,36,5.77,7,0.53,14106,20820,0,0,1
23722,435188,17,30,866,6,2,36,18.22,4,0.97,431897,144400,1,0,1
40077,39664,20,41,323,0,0,48,23.64,1,0.33,180913,168251,1,1,0
100868,376527,1,23,633,2,0,48,11.41,9,0.19,255546,198839,1,1,1
270152,491944,23,32,347,3,0,60,23.51,0,0.69,499664,154334,1,0,0
147430,727045,5,25,521,5,0,24,20.32,6,0.78,104420,123704,0,0,1
256600,953803,2,46,421,6,0,60,6.09,8,0.64,431291,87881,1,0,1
295373,991868,13,47,358,5,2,48,9.19,1,0.65,31287,157432,1,1,1
212751,306382,30,30,722,6,0,36,16.3,8,0.96,126251,42043,1,0,1
22598,419986,29,58,757,0,4,48,8.92,4,0.28,133594,149979,0,0,1
112297,815471,8,33,661,6,2,60,12.22,5,0.45,41950,73088,0,1,1
32741,11791,0,46,732,5,1,60,19.28,1,0.8,362568,23041,1,0,1
89360,204955,37,68,820,0,4,48,11.67,7,0.59,4643,105297,0,1,1
152321,50117,28,47,327,7,2,12,18.55,3,0.45,219384,193383,1,0,0
174042,259122,24,61,342,5,4,36,18.32,7,0.9,197229,147182,0,0,1
35565,754158,38,67,597,2,4,12,14.79,7,0.99,91818,99450,1,0,1
235066,360419,19,28,521,7,0,48,17.0,7,0.34,413556,194179,0,1,1
71656,401362,11,43,528,3,3,24,9.71,5,0.12,92011,134895,0,0,1
65765,836089,33,60,315,2,1,24,11.48,2,0.84,210797,45559,0,0,1
153086,222208,21,41,383,2,4,24,12.91,1,0.21,76466,5822,1,0,0
221552,557661,13,21,869,2,4,60,12.88,4,0.17,420945,190176,0,0,1
250324,458091,27,22,730,7,4,60,8.57,1,0.45,27120,197160,0,0,0
134794,846413,6,45,883,3,0,60,23.54,0,0.27,412092,196310,0,0,0
128987,160646,5,60,572,4,0,60,24.69,0,0.29,41600,79553,0,1,0
280131,914574,35,32,864,4,0,36,20.45,5,0.43,423060,160522,1,0,1
254068,863249,31,64,710,6,3,48,23.21,3,0.24,403956,84077,1,0,0
143675,960559,25,57,495,4,2,24,21.7,9,0.46,395939,34322,0,1,1
81711,765323,5,36,428,4,0,36,5.09,2,0.17,204234,119662,0,1,1
62530,105552,33,32,494,7,1,48,12.23,4,0.38,136885,59802,1,1,1
230339,72685,28,32,383,1,0,24,20.67,3,0.68,287249,182098,0,0,0
148236,155512,5,27,631,5,2,12,19.92,9,0.47,25480,79491,0,0,0
60376,936858,0,58,356,1,2,12,17.34,3,0.27,159881,36865,0,1,1
136128,457973,7,29,482,3,2,12,15.05,1,0.81,418927,65010,0,0,1
216118,393576,7,46,637,4,4,60,5.41,7,0.31,438628,109323,0,1,0
209814,739629,25,58,512,0,3,24,5.99,0,0.7,22197,104487,1,1,1
105566,102813,21,36,595,6,2,12,17.44,4,0.1,137094,186577,1,1,1
107519,20718,15,37,539,4,3,48,8.75,5,0.54,422343,68695,0,1,1
32437,998920,9,67,337,4,0,60,12.25,3,0.22,408904,163167,1,1,1
82146,837368,16,42,879,3,3,48,20.82,8,0.37,471084,46517,1,0,1
47618,921404,7,57,581,4,2,48,20.37,4,0.92,393873,179189,0,1,1
201839,793628,19,65,724,0,3,36,13.63,6,0.8,367598,176512,0,0,1
29705,718200,0,59,734,4,4,12,15.77,8,0.94,101362,108588,0,0,1
208218,82190,30,22,305,7,0,36,12.44,0,0.99,460788,190968,0,0,1
239288,22133,21,59,500,3,1,48,23.4,4,0.73,397082,190830,0,0,1
64379,713614,24,39,612,3,0,36,18.74,4,0.63,422812,33195,1,1,1
72682,60253,11,60,414,1,3,36,17.22,4,0.35,172287,27231,0,0,1
215785,134356,28,66,476,3,0,12,22.68,2,0.18,485265,65451,0,1,0
125894,563102,1,43,886,4,3,36,20.99,4,0.62,801,54472,1,1,1
207991,891715,13,58,401,6,1,36,13.8,5,0.72,21336,78482,1,0,1
80384,999261,23,23,385,2,0,24,6.54,8,0.51,196866,8806,1,1,1
150512,551905,24,42,852,7,1,60,19.87,5,0.87,253001,36688,1,0,1
41283,663961,23,61,873,0,2,24,17.0,7,0.16,180466,1162,1,1,1
69506,60156,11,28,436,3,2,36,10.37,4,0.76,379520,43148,1,1,1
259173,101838,2,58,511,3,2,24,10.11,0,0.58,408480,59647,0,0,0
204697,460745,14,38,495,4,1,48,14.25,3,0.77,8724,147318,0,1,1
187035,277436,9,68,810,5,4,12,23.7,2,0.75,82308,62623,0,0,0
263244,345370,9,49,886,1,4,48,5.18,2,0.51,19670,20038,1,1,0
160251,9799,39,49,535,2,0,36,18.99,4,0.47,448412,64825,1,0,1
31955,222229,26,51,691,3,0,36,23.64,1,0.36,91686,79868,1,0,0
265144,415648,5,68,473,5,4,24,7.56,9,0.82,463758,53289,1,0,1
116626,710273,37,55,591,3,2,24,10.76,5,0.2,300524,45651,0,0,1
204642,656296,29,51,522,0,3,24,17.26,2,0.83,320102,146890,1,0,1
199751,761399,8,57,429,5,2,12,20.13,7,0.36,80810,142162,0,0,1
166216,57774,39,49,637,6,3,48,5.22,9,0.42,327830,145760,0,1,0
87959,301313,32,58,631,1,2,60,23.34,9,0.75,337765,74947,1,0,1
28272,208987,22,38,614,1,4,12,22.83,0,0.89,346323,134350,0,0,1
152645,151283,20,48,870,4,0,24,13.64,8,1.0,492618,48464,1,0,1
44419,882700,0,46,422,3,3,36,11.2,8,0.97,336878,52923,0,0,1
233411,897528,39,65,618,3,4,12,23.12,7,0.72,79140,113294,0,1,1
68555,80924,11,58,716,0,1,12,15.45,8,0.54,375385,126879,1,0,0
156248,870082,34,58,775,7,1,60,13.99,9,0.13,212675,51176,0,1,1
187233,971007,22,34,858,3,2,12,9.89,1,0.87,432712,68739,0,0,1
214512,139220,33,58,436,7,3,36,23.57,7,0.2,327511,22247,0,1,1
259133,599445,33,58,426,1,2,36,16.66,4,0.26,254940,140931,0,0,1
209934,859974,26,64,667,1,1,12,23.83,5,0.36,283538,156203,1,1,1
142082,734653,31,50,544,5,2,48,16.82,4,0.72,86688,8892,1,0,1
166236,760452,18,47,613,0,2,48,14.75,7,0.63,405438,189457,1,0,1
45379,47959,17,34,378,1,4,60,12.29,3,0.63,280517,53894,0,0,0
242261,831028,7,30,536,0,0,36,13.48,1,0.3,481587,175149,1,1,1
240113,422265,34,53,703,3,1,24,12.47,2,0.6,218716,185028,0,1,0
191317,38713,35,50,306,4,0,12,18.77,7,0.46,213718,59878,1,0,1
124302,711554,27,62,643,2,4,48,19.13,3,0.25,205524,179510,0,1,0
118906,45616,35,21,311,4,2,36,22.99,3,0.17,150904,63418,0,0,0
63327,233443,37,39,402,1,2,12,14.5,5,0.29,268703,182689,1,1,1
197526,820744,38,68,713,7,1,36,11.88,8,0.12,397625,43207,0,1,1
197813,79235,39,39,822,0,1,12,12.34,7,0.85,65206,164630,1,0,1
51977,91145,4,60,687,2,0,60,23.79,7,0.16,124367,4492,1,0,0
281456,157647,37,25,778,5,2,12,9.68,2,0.69,471432,128682,0,0,0
26714,904838,12,45,559,2,4,60,19.98,0,0.61,132961,182839,1,0,1
126680,42516,14,53,788,4,4,24,22.06,3,0.71,461090,156531,1,1,0
72299,180077,3,41,532,7,1,12,8.02,4,0.62,58875,104085,0,1,1
88446,853274,37,51,545,5,1,36,19.0,1,0.74,189774,100591,1,1,1
234862,29062,30,34,784,3,0,48,23.56,9,0.56,318453,14083,0,1,0
81516,922298,29,51,858,2,1,12,11.09,7,0.69,28365,158372,0,1,1
145223,436229,1,36,486,0,0,60,5.98,8,0.24,397206,124123,0,1,1
187188,109186,6,60,333,5,3,60,24.35,8,0.53,59690,137493,0,0,1
103521,309632,8,45,713,4,1,36,18.44,7,0.87,61408,46939,0,1,1
91366,337289,28,25,518,0,0,36,5.06,0,0.36,458996,51455,1,1,1
195369,421222,29,45,661,4,2,48,5.79,7,0.87,437430,121042,0,1,1
60888,923537,18,51,643,0,3,12,16.37,8,0.35,264184,58923,0,1,1
222088,592204,21,35,754,7,0,24,22.81,3,0.24,337544,64603,0,1,0
226051,370014,35,30,581,4,4,36,17.35,1,0.98,493193,69906,1,1,1
205406,45309,2,59,854,1,3,24,7.38,4,0.5,340335,111384,1,1,0
118474,933541,29,61,757,2,4,36,17.68,2,0.68,452253,95986,0,0,0
149986,144999,36,61,588,6,2,36,12.86,7,0.28,417391,128931,1,0,1
88345,143304,15,32,387,3,2,12,23.81,5,0.17,75510,93544,1,0,1
142617,105460,1,34,867,2,2,36,12.38,6,0.54,17037,161772,0,0,1
178002,363699,10,46,778,3,2,36,22.69,4,0.36,121231,121395,1,1,1
79117,182193,27,27,450,6,3,36,19.48,5,0.12,193461,110919,0,0,1
228554,880778,28,23,510,1,2,24,5.51,3,0.68,391492,81668,0,1,1
23991,503286,26,46,754,2,3,36,21.19,7,0.54,209816,78654,0,0,1
43519,421157,5,22,514,3,3,36,22.15,8,0.89,397195,197130,0,1,1
282970,331564,37,52,845,0,4,12,8.6,6,0.71,173820,196425,0,1,1
193697,402339,17,59,596,1,1,36,11.5,4,0.45,391787,75873,1,0,1
37801,466362,39,33,551,2,1,24,10.02,0,0.5,21042,190709,0,1,1
59566,491770,4,64,442,4,0,48,12.7,3,0.74,196496,75175,1,0,1
174229,410716,9,22,541,1,0,24,15.79,3,0.17,11554,52149,0,0,1
179435,172548,21,31,357,7,1,36,13.96,5,0.18,311230,126020,1,0,1
209009,556692,23,57,350,3,4,12,19.14,7,0.39,481553,171500,0,1,1
37421,70063,6,56,668,6,1,36,16.54,2,0.26,326978,91256,1,0,0
276080,50209,32,67,862,6,3,24,12.15,5,0.82,134786,123709,1,1,1
277230,941807,11,38,796,4,1,48,24.66,2,0.2,272612,70489,1,0,0
98027,529445,16,35,553,5,0,48,8.54,0,0.24,254743,116191,0,0,1
27546,806687,35,43,806,2,3,24,5.86,7,0.6,319514,79632,1,1,1
197695,703661,33,34,700,3,4,12,20.77,9,0.21,294635,173357,0,1,1
298550,559344,19,50,754,7,3,36,8.21,8,0.1,274257,174929,1,0,0
291969,270581,14,29,555,0,2,48,21.68,1,0.85,499605,95078,1,0,1
261569,847180,8,54,486,2,1,36,8.32,4,0.75,75723,112271,0,1,1
281536,999063,15,45,507,7,3,24,21.81,9,0.99,226448,55157,0,1,1
192483,550389,7,67,655,7,3,60,13.45,9,0.85,188256,27811,0,1,1
290460,48241,22,66,860,4,1,48,24.82,0,0.51,335413,101769,0,1,0
292700,583358,6,43,632,0,4,24,17.54,9,0.54,276661,12686,0,0,0
124554,736312,27,31,639,2,0,24,16.26,0,0.32,445346,116285,1,1,0
251059,759302,30,26,880,1,4,24,22.97,4,0.45,127250,70743,0,1,1
64494,843223,39,31,396,1,3,24,8.32,9,0.38,126730,69735,1,1,1
52481,398267,9,65,595,1,0,48,20.61,2,0.91,135945,125352,0,0,1
48401,648888,14,32,654,2,2,36,22.22,8,0.24,207401,55424,1,1,1
60431,579911,6,52,374,7,3,36,10.04,6,0.23,68194,149465,0,1,1
143311,963255,21,60,393,1,4,60,21.96,0,0.12,163900,169902,0,0,1
268482,922833,21,32,438,6,4,36,6.54,4,0.43,495972,104203,0,0,1
140327,737753,38,37,664,5,0,48,11.66,9,0.76,170697,17965,0,0,1
229754,332461,20,47,446,7,0,12,23.44,4,0.87,163273,80669,1,1,1
259198,997016,20,66,317,2,3,48,24.32,3,0.12,364907,122253,0,0,1
60149,184752,25,50,726,3,4,36,11.49,2,0.5,354695,103870,1,1,0
32863,413373,9,29,509,1,0,48,10.91,4,0.32,87497,151778,0,0,1
180636,685231,24,22,664,3,0,12,19.56,3,0.89,283732,58457,1,0,1
240696,691878,5,45,497,3,4,48,18.54,0,0.85,289064,149165,1,1,1
42499,218337,14,64,550,4,0,36,22.33,5,0.78,133734,17558,0,1,1
258691,498721,23,42,628,7,4,12,10.73,1,0.6,172830,13410,0,0,0
277128,523375,15,37,586,3,2,24,21.68,7,0.23,431204,27237,0,1,1
52132,621779,36,48,764,5,0,48,23.93,1,0.77,262530,152128,1,0,1
146272,208921,3,68,866,7,0,36,24.66,2,0.35,360531,124679,1,0,0
155605,22889,17,56,301,3,0,12,24.62,6,0.57,125741,72744,1,0,1
234034,205482,36,58,355,6,0,60,20.45,5,0.83,20214,125439,0,0,1
281085,820482,10,51,682,0,0,48,14.71,6,0.5,380582,135912,1,1,1
30633,680191,12,32,330,5,0,12,19.69,4,0.98,54719,143334,1,1,1
201607,736082,5,32,447,1,3,60,11.02,9,0.27,418375,176016,1,0,1
286140,325055,32,40,606,0,1,48,9.1,2,0.68,242075,156805,1,1,0
151086,729852,35,69,550,7,1,60,16.52,7,0.73,463314,29985,1,0,1
283818,983348,20,33,417,2,2,36,5.69,9,0.85,349153,127767,1,0,1
77251,568697,30,66,594,5,0,12,7.63,6,0.36,171546,162024,1,0,1
206781,549330,17,32,658,4,4,36,24.83,7,0.36,141247,161689,0,1,1
168936,810357,16,57,594,1,2,48,16.18,3,0.47,413062,95234,1,1,1
175154,540091,8,56,779,3,4,24,5.53,7,0.89,454110,107841,1,0,1
60131,573515,14,53,681,4,0,48,18.64,3,0.13,146540,130211,1,1,0
222565,852670,28,47,381,6,1,24,10.52,1,0.25,42404,128977,0,0,1
155282,470635,3,30,486,5,0,12,11.55,8,0.19,108197,30169,1,0,1
265152,679953,23,33,796,0,2,60,13.73,1,0.55,155468,81300,0,1,0
271231,775741,10,60,596,2,3,60,7.08,5,0.68,461947,166916,1,1,1
135663,539522,23,58,691,3,4,12,13.17,8,0.68,209055,89246,0,0,1
54851,877225,11,24,490,2,1,12,5.38,2,0.69,9412,8741,1,1,1
155230,26694,30,31,878,7,4,24,21.63,7,0.11,159047,21886,1,0,0
141497,189990,3,24,317,6,1,24,22.85,0,0.62,497597,168270,0,1,0
195541,654919,39,51,663,6,1,48,12.77,4,0.86,299908,121915,0,1,1
211933,858471,19,51,492,4,2,36,8.31,9,0.37,450256,92096,0,1,1
38456,463929,5,29,398,7,3,12,8.83,0,0.78,459937,17167,0,1,1
226091,904483,4,25,772,4,1,36,24.74,2,0.1,121823,4785,1,1,0
56232,362738,13,63,803,3,0,60,9.07,1,0.76,7270,40234,1,0,1
87323,840108,14,44,813,7,2,36,15.99,6,0.91,370200,54426,0,0,1
298236,130663,16,23,655,1,3,48,12.04,0,0.21,66981,117020,1,0,0
283276,589351,14,63,661,7,4,36,10.82,7,0.82,23311,96349,1,0,1
228922,571992,24,56,641,7,1,12,10.47,9,0.4,348105,127844,1,0,1
255253,776041,13,56,536,7,3,60,6.38,7,0.63,174798,34343,0,1,1
239190,239274,27,31,328,4,4,24,19.53,0,0.39,487044,59060,1,1,0
151024,327808,30,25,794,5,4,48,17.68,6,0.82,482291,175097,0,1,1
277075,560452,26,22,658,4,3,12,11.25,1,0.5,345359,22968,0,0,0
248844,359644,35,58,847,6,3,36,11.54,4,0.89,497651,179600,0,0,1
269596,493223,15,33,750,2,0,24,7.35,0,0.76,70166,14417,0,1,0
295212,846441,34,32,652,1,2,24,23.27,6,0.99,31412,151704,0,1,1
199598,796777,12,36,504,1,2,36,19.64,5,0.91,479757,7347,0,0,1
135729,706447,20,58,712,6,0,36,19.51,7,0.36,69483,65351,0,1,1
96593,293719,19,36,524,5,0,12,17.38,3,0.8,376317,58002,0,1,1
75041,273194,7,31,561,2,0,12,20.45,2,0.57,179686,27776,0,0,1
250230,357790,19,29,392,0,1,24,11.94,6,0.88,467212,50508,0,1,1
255114,963460,31,44,850,6,1,24,16.82,4,0.46,31458,24400,0,0,1
87562,253789,5,55,871,2,1,12,17.69,3,0.17,324492,67589,0,0,0
84046,333414,13,58,807,1,4,48,16.5,8,0.92,330309,31779,0,1,1
158161,829668,33,44,768,6,0,60,17.02,7,0.37,158324,105381,1,0,1
298767,262189,35,58,366,4,3,36,17.71,9,0.34,405986,158090,1,1,1
294187,503962,11,50,305,7,4,36,17.55,9,0.46,315688,190337,1,1,1
86572,969396,33,62,814,5,3,12,13.99,9,0.68,326657,143756,0,1,1
106700,177579,15,55,532,4,3,48,21.69,5,0.91,290792,197909,0,1,1
77061,774712,34,41,586,1,3,48,21.33,9,0.56,70628,175084,0,0,1
137957,315971,12,37,359,0,0,48,22.17,3,0.37,221651,61127,1,0,1
288266,431295,26,44,328,2,4,24,15.87,0,0.13,247855,16196,0,1,0
248394,833360,29,47,807,6,3,60,19.44,8,0.35,37582,121196,0,1,1
107630,60103,32,50,620,4,0,60,11.63,9,0.78,498130,172591,0,1,1
97228,135877,35,33,376,2,4,60,18.66,8,0.43,91683,8696,1,1,1
294198,367722,31,23,374,5,1,36,18.46,6,0.38,65183,185321,0,0,1
21767,186306,13,48,629,6,4,48,17.42,1,0.54,138233,2079,0,0,0
24708,835208,39,42,358,1,1,12,17.68,3,0.26,335829,84681,0,0,1
257729,370664,19,38,306,5,2,36,21.76,6,0.74,455328,164765,1,0,1
72158,398936,26,54,363,7,0,48,20.87,0,0.15,165580,90162,1,1,1
48082,451712,32,30,452,1,0,48,16.88,5,0.65,350805,17915,0,0,1
54024,719713,31,58,653,5,0,36,10.73,3,0.14,190061,51782,1,1,0
25351,537300,28,41,442,1,0,12,9.84,3,1.0,455783,78434,0,0,1
124720,613516,35,53,654,6,1,24,22.12,9,0.21,478350,38412,1,0,1
144501,582593,6,44,831,0,0,24,8.55,1,0.96,222696,104175,0,1,1
110577,311232,21,33,555,0,3,60,19.2,1,0.76,224822,26103,1,0,1
146875,475697,24,59,616,5,2,36,13.38,8,0.82,244218,167428,1,0,1
242284,316368,10,69,794,4,1,60,11.82,8,0.76,293192,195160,0,0,1
163849,708877,2,63,351,6,3,48,11.47,9,0.57,325751,131939,0,0,1
240928,184028,4,43,488,3,2,48,14.0,4,0.44,408193,171092,1,1,1
159380,189304,32,51,472,1,1,24,14.48,4,0.12,174380,177814,0,1,1
63441,978333,8,60,522,4,2,36,13.01,4,0.48,149097,133908,0,1,1
133682,197564,10,30,400,4,4,36,21.91,3,0.56,382980,10525,0,0,0
100865,179648,2,21,701,7,3,48,6.06,8,0.19,211939,32884,0,1,0
33882,952069,7,22,388,7,2,60,19.6,3,0.87,125524,111314,0,1,1
134883,730094,35,22,485,7,3,36,9.76,6,0.52,328215,76320,0,0,1
242658,767991,8,45,581,2,0,36,14.91,1,0.31,470066,94822,1,1,1
194504,546490,35,50,572,1,1,36,20.27,8,0.27,77862,86386,1,0,1
232361,510604,32,36,449,5,2,60,18.36,7,0.42,180288,105273,1,1,1
130625,907037,22,40,391,3,1,24,15.7,8,0.3,3883,170266,0,1,1
145934,186754,2,37,589,4,1,36,10.82,2,0.54,277491,151171,0,1,0
220317,484601,15,26,333,6,2,36,8.31,2,0.42,432141,50864,1,1,1
249714,658958,7,48,425,0,1,48,15.05,7,0.67,472202,15511,1,0,1
253651,241351,0,26,529,6,4,60,6.16,6,0.94,191189,192087,1,0,1
278669,716864,23,21,585,6,3,12,14.56,0,0.7,360262,77012,0,0,1
201880,415649,28,65,797,7,1,12,8.04,4,0.69,456132,137319,0,0,1
59530,979872,12,44,880,0,2,24,11.19,1,0.52,233425,98080,1,0,0
159906,378572,1,62,597,3,3,12,16.24,5,0.36,132073,108733,0,1,1
107193,169767,32,34,584,4,3,60,14.03,0,0.8,282643,60373,1,0,1
143498,692367,13,47,653,3,2,36,24.19,3,0.15,270036,193448,1,1,0
201393,868752,9,66,810,1,2,12,10.94,6,0.85,384491,169731,1,0,1
241435,596669,3,33,434,6,2,12,8.39,6,0.14,51998,89070,1,1,1
224781,643171,15,59,674,2,0,36,17.83,7,0.56,260633,44203,1,0,1
298829,262811,32,34,506,3,1,12,7.63,7,0.47,340643,125637,0,1,1
136254,687435,12,44,473,2,2,12,20.17,7,0.64,476957,106758,1,0,1
162428,198707,4,29,492,5,2,60,23.28,8,0.47,372642,82787,0,0,1
202434,756528,7,42,563,6,2,60,17.28,7,0.82,430505,181309,0,1,1
31344,215089,7,25,316,5,4,36,13.59,2,0.94,99,35501,1,1,1
134491,231698,30,55,547,6,3,12,9.86,2,0.77,130551,75518,1,1,1
64619,823287,20,48,567,1,0,36,12.2,4,0.15,286539,134805,1,0,1
127107,176996,9,57,354,7,3,60,21.28,5,0.41,101516,30871,0,1,1
246351,495366,20,50,381,0,3,36,18.32,5,0.78,107084,164576,0,0,1
153015,648754,10,29,389,5,3,36,6.6,4,0.97,49464,163381,0,1,1
241257,528989,23,69,425,5,3,24,19.55,7,0.63,465836,78505,1,1,1
211289,875279,27,67,808,7,4,24,14.05,6,0.69,61394,192938,0,1,1
132319,480821,30,46,686,4,0,48,7.42,6,0.35,473827,177628,1,1,1
290492,847017,11,41,309,2,0,60,8.0,1,0.38,267500,192492,0,0,1
228358,621414,23,24,596,4,2,12,14.83,4,0.78,59453,179682,0,0,1
167711,208331,27,37,637,3,1,60,5.08,0,0.34,43743,4533,0,1,0
105030,883225,17,54,547,5,1,60,12.94,0,0.74,452338,139290,0,1,1
193083,70674,32,49,530,0,2,60,24.57,1,0.38,416142,99894,1,0,0
265649,174178,14,39,671,1,1,36,8.66,8,0.92,94796,36664,0,0,1
254408,701817,27,65,638,6,0,36,8.09,7,0.74,330583,78797,0,1,1
55402,655056,27,54,659,2,1,12,7.63,2,0.18,62404,53547,1,0,0
85088,104352,39,29,549,0,1,60,18.03,4,0.35,149238,86737,1,1,1
179331,898333,11,31,488,7,4,36,7.59,5,0.1,58743,76902,0,1,1
180059,665731,22,34,398,6,0,36,23.64,6,0.44,207376,50854,1,0,1
203688,154206,29,48,821,7,2,48,12.57,8,0.84,397105,135799,1,0,1
161755,507205,23,62,756,5,3,24,12.7,3,0.92,235883,56406,1,0,1
292111,327212,8,57,652,7,2,60,24.17,0,0.68,419245,38037,0,1,0
97664,732945,12,39,324,4,1,24,14.61,6,0.19,429910,23215,1,0,1
120274,448984,19,60,302,5,0,24,13.75,3,0.39,314744,19894,1,0,1
244903,818875,18,64,519,2,0,24,15.31,5,0.33,67190,98473,0,1,1
107738,374740,3,69,494,1,2,60,11.04,9,0.36,221410,27189,1,0,1
223379,590027,25,30,837,2,2,12,5.73,3,0.73,224990,197030,1,1,1
32857,87399,17,56,770,1,1,12,7.98,6,0.49,481577,56995,0,0,1
51460,230563,32,36,546,3,3,12,18.38,0,0.27,273917,148890,1,1,1
106923,585765,19,35,687,6,0,12,7.34,8,0.9,8546,101060,0,0,1
294770,465461,20,38,317,1,1,60,5.98,9,0.12,404437,167944,1,1,1
208944,393263,39,26,371,0,0,24,21.66,2,0.41,70823,172027,0,0,0
116159,225308,22,67,574,1,0,12,13.67,3,0.97,337030,132853,1,0,1
36802,927766,10,62,544,4,1,60,15.14,9,0.77,103582,388,1,0,1
298477,478730,5,65,307,0,3,12,12.11,4,0.1,128436,81211,1,0,1
113621,174296,5,68,577,2,4,48,18.04,5,0.17,345643,65599,1,0,1
173231,393558,36,63,372,1,3,48,10.8,8,0.9,356056,196878,1,1,1
76843,951272,10,44,665,1,3,24,6.14,9,0.91,2644,130391,1,1,1
145179,709964,35,43,438,7,4,36,17.71,0,0.59,310457,5255,0,0,1
185591,282767,7,49,874,3,0,60,9.15,5,0.38,381585,35174,0,1,0
235649,779536,23,67,871,7,2,36,23.49,9,0.14,267506,126228,0,1,1
64935,752385,9,67,405,6,1,12,19.92,4,0.53,53842,190135,0,0,1
42507,465121,18,43,800,6,0,36,6.05,9,0.15,433973,103759,1,0,1
222132,113929,23,51,826,0,3,24,21.24,5,0.31,301741,116631,0,0,0
178747,109612,32,47,527,0,1,12,14.05,8,0.38,195628,129756,1,0,1
37673,133509,39,55,579,6,1,48,9.44,3,0.19,431263,66849,0,1,1
129619,332139,22,47,318,1,4,60,7.86,6,0.52,28985,161828,1,1,1
55470,995603,6,54,749,5,2,12,23.01,8,0.11,468724,19280,1,0,1
165614,890266,4,45,586,3,4,48,11.91,6,0.82,66887,53076,0,0,1
261635,503458,36,25,652,4,0,60,5.88,5,0.12,98360,68891,1,0,0
73821,457503,24,41,581,7,1,36,5.92,1,0.79,208208,26253,0,0,1
26654,507209,12,31,536,6,1,60,8.46,6,0.94,51384,137721,1,1,1
132259,989591,9,39,687,7,3,48,5.36,8,0.9,283726,46534,1,0,1
236616,109961,16,61,659,4,4,12,12.1,8,0.18,363535,190905,1,1,0
68484,578844,39,36,782,1,1,12,17.96,5,0.86,354319,185475,0,1,1
64078,325009,13,26,839,0,4,24,5.55,5,0.93,90500,27223,1,0,1
24225,460609,10,61,504,4,0,48,13.93,0,0.47,428451,86236,0,0,1
94745,824817,9,67,766,3,1,24,5.37,3,0.64,13911,30417,1,1,0
261268,285592,29,58,525,5,2,48,19.1,0,0.45,358641,54573,0,1,0
196559,410707,15,46,733,3,4,48,13.92,7,0.41,298301,3572,0,0,1
219748,20366,36,58,817,5,4,48,17.16,5,0.91,287474,72077,1,1,1
31721,211536,13,48,422,1,1,36,11.39,6,0.15,167564,110976,1,1,1
128878,428469,29,42,319,0,4,60,10.09,8,0.63,452422,24476,1,1,1
59437,188985,3,27,724,4,3,36,16.6,5,0.37,427722,81289,1,1,1
170061,63878,38,21,588,3,1,48,10.92,8,0.44,104489,144657,0,1,1
183798,964497,2,61,355,7,4,36,9.5,5,0.21,63332,156560,0,0,1
221612,583319,20,68,819,5,1,24,5.57,9,0.49,419428,149711,1,0,1
118215,39560,21,33,537,5,2,24,8.56,2,0.65,360142,83594,0,0,0
158480,33296,3,37,676,7,3,48,21.11,3,0.3,132538,173436,1,1,0
162127,256916,22,61,887,7,4,12,24.24,9,0.13,399499,107393,1,0,0
37752,203844,3,41,870,4,4,12,6.57,2,0.64,199748,186070,0,1,0
240801,405815,5,21,425,6,4,36,24.99,3,0.86,230214,19634,0,1,1
86573,846871,37,37,771,1,2,36,19.6,3,0.41,389325,8343,1,1,0
212888,201321,24,40,584,5,0,36,18.14,5,0.47,144060,154455,0,0,1
